clip,window,n_frames,activity_index,distribution_uniformity,piling_score,feed_visit_rate,distress_index
240_jpg.rf.f58b4774c88a3a7fcd24102f7c1a936e.jpg,502,1,0.0000,0.6290,0.0000,0.1667,0.5000
242_jpg.rf.0616f2e1494022c66a89c43a6257278c.jpg,503,1,0.0000,0.6290,0.0833,0.0000,0.5167
243_jpg.rf.7fa3efb43a21dd346a6c26956cec1efc.jpg,504,1,0.0000,0.6612,0.0833,0.0000,0.5167
245_jpg.rf.5259c555193895b838d99783cfc69273.jpg,505,1,0.0000,0.6612,0.1667,0.0833,0.5333
246_jpg.rf.ba921c1c19d0efbfdf650c90114ecdc7.jpg,506,1,0.0000,0.6168,0.2500,0.0000,0.5500
247_jpg.rf.5565f885f9caa836c20927f88cecf8d9.jpg,507,1,0.0000,0.6290,0.1667,0.1667,0.5333
248_jpg.rf.bb5945a5e11555cf9c9af06ada6a80ea.jpg,508,1,0.0000,0.6612,0.0833,0.0833,0.5167
249_jpg.rf.9fd0b704fea7d1a1e57d4cbc640a5e46.jpg,509,1,0.0000,0.5988,0.0000,0.4545,0.5000
24_jpg.rf.96d92e42b17899b8649d35f1302a7d76.jpg,510,1,0.0000,0.6290,0.0833,0.0833,0.5167
250_jpg.rf.c2efd915471cfb926e570c16a121df8b.jpg,511,1,0.0000,0.6290,0.1667,0.1667,0.5333
251_jpg.rf.4cff3a451f6e766984c2669104940944.jpg,512,1,0.0000,0.6612,0.0000,0.1667,0.5000
253_jpg.rf.9bce8a39f85acba14d4d4146f6f0e7b9.jpg,513,1,0.0000,0.6290,0.0000,0.1667,0.5000
254_jpg.rf.a18afe3d69743fe4f94945c9fb8247ce.jpg,514,1,0.0000,0.6612,0.2500,0.0833,0.5500
255_jpg.rf.d157b57e4a5e238a78cc683e88435080.jpg,515,1,0.0000,0.6612,0.0833,0.1667,0.5167
256_jpg.rf.baaaef8d9b144f6fc8e30be7c880d991.jpg,516,1,0.0000,0.6934,0.0833,0.0833,0.5167
257_jpg.rf.49a3ab15ca1178f50ee09c63be2bffc1.jpg,517,1,0.0000,0.6612,0.1667,0.1667,0.5333
258_jpg.rf.c09aa7089a1ccba5b7f8bb270d7af239.jpg,518,1,0.0000,0.6290,0.0000,0.0000,0.5000
25_jpg.rf.afba009855bdbcf1db9b30723f430113.jpg,519,1,0.0000,0.6612,0.2500,0.2500,0.5500
261_jpg.rf.a8ff407f14e308866914c62dc7dcdf6d.jpg,520,1,0.0000,0.6612,0.0833,0.4167,0.5167
262_jpg.rf.6b86f69eba1fcac9fd927a71180c165e.jpg,521,1,0.0000,0.6290,0.3333,0.0000,0.5667
263_jpg.rf.e3cf65405c2c10383281452423b6d9cc.jpg,522,1,0.0000,0.6612,0.1667,0.1667,0.5333
264_jpg.rf.3aee60846e2da588566688eef661fd11.jpg,523,1,0.0000,0.5636,0.0000,0.0000,0.5000
266_jpg.rf.1cb958dc5ca6c7be5261359cfe6aa5c1.jpg,524,1,0.0000,0.6612,0.0000,0.1667,0.5000
268_jpg.rf.88a272a23224bd17be395dfee1655a07.jpg,525,1,0.0000,0.6290,0.3333,0.0000,0.5667
269_jpg.rf.ecab9c0b63f8a09fa5f96d1e19ebd764.jpg,526,1,0.0000,0.6290,0.0000,0.2500,0.5000
26_jpg.rf.aa9737e5dfec295d9898379e29f433ec.jpg,527,1,0.0000,0.6168,0.0833,0.3333,0.5167
271_jpg.rf.d74ca8a70b6441d6d7c4df1eeefba60a.jpg,528,1,0.0000,0.6290,0.0000,0.1667,0.5000
273_jpg.rf.7c7948a3fc3779013f0b232acf0cdd6a.jpg,529,1,0.0000,0.6612,0.3333,0.0833,0.5667
274_jpg.rf.6517cf831f85b80e98238d76272c7c61.jpg,530,1,0.0000,0.5967,0.1667,0.0000,0.5333
275_jpg.rf.8e41c241bdc7e8354c03f3ff033e5d0c.jpg,531,1,0.0000,0.6290,0.1667,0.4167,0.5333
276_jpg.rf.4aeed0bb65973add51717397171004b2.jpg,532,1,0.0000,0.6612,0.1667,0.1667,0.5333
277_jpg.rf.00c58cbf4ca67277a56acbf0c247c426.jpg,533,1,0.0000,0.6934,0.0833,0.1667,0.5167
279_jpg.rf.8666d6a935e715aa545e6acc2f590472.jpg,534,1,0.0000,0.5967,0.0000,0.1667,0.5000
27_jpg.rf.4df8afde7209674da76eb7dbc8c297b1.jpg,535,1,0.0000,0.5845,0.3333,0.0000,0.5667
28-,536,1,0.0000,0.5401,0.4167,0.0833,0.5833
281_jpg.rf.838b21c2a8bebe546b29bd94824407d2.jpg,537,1,0.0000,0.6290,0.0000,0.1667,0.5000
282_jpg.rf.7ff3b979b09b5a433bff1cb47051e0ec.jpg,538,1,0.0000,0.5645,0.0833,0.3333,0.5167
284_jpg.rf.c18ece8531cabfd9ff0a3859edae03af.jpg,539,1,0.0000,0.5645,0.3333,0.0000,0.5667
285_jpg.rf.159ebcedb2cf432df9cb2b65e7fa5216.jpg,540,1,0.0000,0.6290,0.1667,0.4167,0.5333
286_jpg.rf.ca4bfce4625337ee347d4df6038c9b67.jpg,541,1,0.0000,0.6340,0.1818,0.0909,0.5364
287_jpg.rf.2a6eed411cf5f1a109938a88381502f3.jpg,542,1,0.0000,0.6290,0.2500,0.1667,0.5500
289_jpg.rf.dc668bc6c51bc2044fdea52f64885452.jpg,543,1,0.0000,0.6290,0.0000,0.1667,0.5000
29-,544,1,0.0000,0.6290,0.2500,0.1667,0.5500
290_jpg.rf.da41d5087ec5d15f0922c8a8fa14a7fd.jpg,545,1,0.0000,0.6612,0.0000,0.1667,0.5000
291_jpg.rf.56332c46a74b165552c5a13b4cd8aa0d.jpg,546,1,0.0000,0.6612,0.1667,0.5000,0.5333
292_jpg.rf.19a79790f0cc6d262109c3a7c26cabaa.jpg,547,1,0.0000,0.6612,0.0000,0.5000,0.5000
293_jpg.rf.7a0139cb363b10d9377f5051b5eecb14.jpg,548,1,0.0000,0.6612,0.3333,0.2500,0.5667
294_jpg.rf.9d1b087c8570d470abeddd74a750c56a.jpg,549,1,0.0000,0.6612,0.1667,0.0000,0.5333
296_jpg.rf.bf9536cf220c8e0ef9e0c7486102595e.jpg,550,1,0.0000,0.6612,0.1667,0.1667,0.5333
297_jpg.rf.a1a49d18254e7eea27190b821aa034a6.jpg,551,1,0.0000,0.6612,0.0000,0.1667,0.5000
298_jpg.rf.037ec837af0f66725e7dace3e5957db7.jpg,552,1,0.0000,0.6612,0.3333,0.2500,0.5667
299_jpg.rf.ed9de59a13a92b8910b16a93510ac766.jpg,553,1,0.0000,0.6290,0.5000,0.2500,0.6000
2_jpg.rf.357fe1d804b9ab464ef5e7119c0d8c9a.jpg,554,1,0.0000,0.5967,0.0000,0.0000,0.5000
300_jpg.rf.fa41771a67aad1f7a435a07cc75d861a.jpg,555,1,0.0000,0.6290,0.1667,0.1667,0.5333
302_jpg.rf.2133240bc2771c0ed1b10647e5779ba8.jpg,556,1,0.0000,0.5988,0.0000,0.0909,0.5000
303_jpg.rf.fe21940ba4a4d2da2c4f67dd0f6339ab.jpg,557,1,0.0000,0.5988,0.0000,0.1818,0.5000
304_jpg.rf.05234da6e7050a23e3a4add3e32b4417.jpg,558,1,0.0000,0.6934,0.1667,0.4167,0.5333
305_jpg.rf.041aa6087f6007c6f1cf982198606f23.jpg,559,1,0.0000,0.6290,0.1667,0.0000,0.5333
306_jpg.rf.d2814f2b38ef202e65713b826be36a2d.jpg,560,1,0.0000,0.6612,0.1667,0.4167,0.5333
307_jpg.rf.57ece7b4d8a26a43e13ad864d68a3ade.jpg,561,1,0.0000,0.6612,0.0833,0.1667,0.5167
308_jpg.rf.d27f7f66fdd243d8c2edd21c1e81d1a9.jpg,562,1,0.0000,0.5967,0.3333,0.1667,0.5667
309_jpg.rf.bec72c928b5b470d6a3ebeaf3c8583ed.jpg,563,1,0.0000,0.6612,0.0000,0.0833,0.5000
30_jpg.rf.dafe6a0204e6a2ae5efca81dd41c02e4.jpg,564,1,0.0000,0.5988,0.0909,0.0000,0.5182
310_jpg.rf.f9bf8fe7ee14a4344294f0e53886d9ec.jpg,565,1,0.0000,0.6612,0.0000,0.0833,0.5000
312_jpg.rf.650cd5da412a1ff2ae807d30ba7d81d2.jpg,566,1,0.0000,0.5967,0.3333,0.1667,0.5667
314_jpg.rf.19912b808caa247f611da422ac41bbe5.jpg,567,1,0.0000,0.6612,0.0000,0.2500,0.5000
315_jpg.rf.af70a269f6fb2239ade894219f1eb437.jpg,568,1,0.0000,0.6290,0.0000,0.2500,0.5000
316_jpg.rf.99e3bd389cf627c6693c29b6aa02c81e.jpg,569,1,0.0000,0.6612,0.0000,0.1667,0.5000
317_jpg.rf.1255a8aef8eb97cd19c7378aa3705fd5.jpg,570,1,0.0000,0.6934,0.0000,0.3333,0.5000
318_jpg.rf.a8a7de1e02cae0eed2f7fbc99a6998a5.jpg,571,1,0.0000,0.6612,0.1667,0.0833,0.5333
319_jpg.rf.1cde99efb8b2ed6d59cf215cd4ad236c.jpg,572,1,0.0000,0.6290,0.1667,0.0833,0.5333
31_jpg.rf.dc281a30ee09728c8b634ca2756dc522.jpg,573,1,0.0000,0.6290,0.0833,0.5833,0.5167
321_jpg.rf.61369b6240aebd332fcb8a8dcb652758.jpg,574,1,0.0000,0.6290,0.1667,0.3333,0.5333
323_jpg.rf.44e930069f176e86ad86dd93c2d7d3d0.jpg,575,1,0.0000,0.6290,0.0000,0.0000,0.5000
324_jpg.rf.1059a77ad88eaf533fb700bbcd93dee6.jpg,576,1,0.0000,0.6290,0.1667,0.0833,0.5333
325_jpg.rf.9711bec586f755f3a59acbf31c119fa7.jpg,577,1,0.0000,0.5967,0.0833,0.2500,0.5167
326_jpg.rf.b0ecaad66f5764e34f2000675ec2096e.jpg,578,1,0.0000,0.5845,0.2500,0.0833,0.5500
327_jpg.rf.c68d5249460cad44312ffa6920117e62.jpg,579,1,0.0000,0.6290,0.0833,0.2500,0.5167
328_jpg.rf.93cac24302db46c0b85c82dbcf992870.jpg,580,1,0.0000,0.6612,0.0000,0.1667,0.5000
329_jpg.rf.9be2f49738861d3be74554501dba5be9.jpg,581,1,0.0000,0.5636,0.0909,0.0909,0.5182
32_jpg.rf.ae1b9bdbf1d1700e88cb173ae2be487d.jpg,582,1,0.0000,0.5523,0.0833,0.1667,0.5167
330_jpg.rf.7ac7e37c247988a25c319b63392a8f07.jpg,583,1,0.0000,0.6612,0.0833,0.6667,0.5167
33_jpg.rf.78beb220aeff1d784d14e1bd1876dc3f.jpg,584,1,0.0000,0.6290,0.2500,0.2500,0.5500
34_jpg.rf.6524295073db43553ce5eee73f315850.jpg,585,1,0.0000,0.6290,0.0000,0.1667,0.5000
350_jpg.rf.5d47207f4ebd13bf94325270120285cb.jpg,586,1,0.0000,0.6340,0.0000,0.3636,0.5000
351_jpg.rf.0669db0711de504099d21db442df72bd.jpg,587,1,0.0000,0.6691,0.0000,0.3636,0.5000
352_jpg.rf.e285c5adb3583fabe54840aca1acec90.jpg,588,1,0.0000,0.5855,0.0000,0.1818,0.5000
353_jpg.rf.4be08a41c35f377f494f47dc90f5b778.jpg,589,1,0.0000,0.6934,0.0000,0.0000,0.5000
354_jpg.rf.b1e89b170ce0fe79eb37fa0175230090.jpg,590,1,0.0000,0.6290,0.0000,0.1667,0.5000
356_jpg.rf.3be6272716fe4065aa840cba3b4b5669.jpg,591,1,0.0000,0.6290,0.1667,0.3333,0.5333
35_jpg.rf.6b47fa55c7bf1080c42a8a337a1b164a.jpg,592,1,0.0000,0.5523,0.1667,0.0833,0.5333
36_jpg.rf.87f183aeb4d4bdf9e73f87abb8363379.jpg,593,1,0.0000,0.5845,0.0833,0.0000,0.5167
37_jpg.rf.8551ea373b6750a16b0cbf77474ba97e.jpg,594,1,0.0000,0.5967,0.0000,0.5000,0.5000
384_jpg.rf.6380b88353d37e0cfb5111847f63ec42.jpg,595,1,0.0000,0.6290,0.0000,0.0000,0.5000
385_jpg.rf.caf32e69e599a48a2008e8839d524fea.jpg,596,1,0.0000,0.6612,0.0000,0.2500,0.5000
387_jpg.rf.0c74204a69a44f16f858def4767acb91.jpg,597,1,0.0000,0.6934,0.0000,0.5833,0.5000
389_jpg.rf.4a772b0e8aa98a02d7b0169e0cd24fff.jpg,598,1,0.0000,0.6934,0.0833,0.3333,0.5167
38_jpg.rf.4e4a28e6c0575b9935e008d09ffb5375.jpg,599,1,0.0000,0.5967,0.2500,0.1667,0.5500
390_jpg.rf.d5fae501706d5a2af029a9101d01746e.jpg,600,1,0.0000,0.6934,0.0833,0.2500,0.5167
391_jpg.rf.3d529e5cd04f22b7feb6940e1a0c8ef9.jpg,601,1,0.0000,0.6934,0.0000,0.5000,0.5000
392_jpg.rf.6699aebdea5f24dd6f919c4cbe1bcc1a.jpg,602,1,0.0000,0.6691,0.0000,0.0909,0.5000
393_jpg.rf.6df7aa6af6217dd31cf59835489ece5e.jpg,603,1,0.0000,0.6612,0.2500,0.0833,0.5500
394_jpg.rf.8bc1c887ede28035462ae93c8195ccb4.jpg,604,1,0.0000,0.6934,0.0000,0.1667,0.5000
396_jpg.rf.48b6cc81aa84877b3d9c70f296bdbb59.jpg,605,1,0.0000,0.6612,0.0000,0.1667,0.5000
397_jpg.rf.3c3db37ea5ed693c1d2017121cb95920.jpg,606,1,0.0000,0.6612,0.1667,0.3333,0.5333
398_jpg.rf.56e81e242ab39cb5c238baf9f1e4f054.jpg,607,1,0.0000,0.6612,0.0000,0.1667,0.5000
399_jpg.rf.fe2fe81b8f2d3a023fd8fcdd5a65218d.jpg,608,1,0.0000,0.6934,0.0000,0.2500,0.5000
3_jpg.rf.d6a0485a220edf015b120f71b78b94be.jpg,609,1,0.0000,0.6290,0.3333,0.1667,0.5667
400_jpg.rf.7b7f7ff5343c117710e865396bad50f0.jpg,610,1,0.0000,0.6612,0.0000,0.2500,0.5000
401_jpg.rf.a132d7a1165d4e95baf6f839f52aad18.jpg,611,1,0.0000,0.6612,0.1667,0.3333,0.5333
402_jpg.rf.d2425eeb06e3c9b714d8cd49a374e579.jpg,612,1,0.0000,0.6934,0.0833,0.0000,0.5167
404_jpg.rf.73504087981337f7e6689ec7f2a095a4.jpg,613,1,0.0000,0.6612,0.0000,0.5833,0.5000
405_jpg.rf.2c19e7a2c69338aa7d0b4d4fe93985d7.jpg,614,1,0.0000,0.6612,0.0833,0.2500,0.5167
406_jpg.rf.4575a8b933f62442224e345eb951dbc8.jpg,615,1,0.0000,0.6612,0.1667,0.2500,0.5333
407_jpg.rf.b0aeba0cfc8c4ca2b5d6e2a5cb9cecbd.jpg,616,1,0.0000,0.6934,0.0000,0.0833,0.5000
408_jpg.rf.191b30abde2dcb6b9c9150a77c223220.jpg,617,1,0.0000,0.6612,0.2500,0.2500,0.5500
409_jpg.rf.50af8e9f0506360e262b3652a0b08ea4.jpg,618,1,0.0000,0.6934,0.0833,0.1667,0.5167
410_jpg.rf.8f91bb9cc5b296b77afb4516f287efdc.jpg,619,1,0.0000,0.6612,0.0833,0.0833,0.5167
411_jpg.rf.2f5e3f0eff390a8804c57bada21dff60.jpg,620,1,0.0000,0.6934,0.0000,0.3333,0.5000
412_jpg.rf.59214392f66c96edb67ae5dee3918b14.jpg,621,1,0.0000,0.6612,0.0000,0.1667,0.5000
413_jpg.rf.f58ad4c8322d60e50f266579712fe024.jpg,622,1,0.0000,0.6612,0.0833,0.0000,0.5167
414_jpg.rf.2b456cc9547d2df300fd5b8c3c4e7dfe.jpg,623,1,0.0000,0.6934,0.2500,0.0833,0.5500
415_jpg.rf.a4810b6996e17776156e1452d1913ef2.jpg,624,1,0.0000,0.6612,0.0000,0.2500,0.5000
416_jpg.rf.1ead4da25811af8b500c174383ab3646.jpg,625,1,0.0000,0.6612,0.1667,0.1667,0.5333
417_jpg.rf.2e551f16fab35a4f0814b92b0b1125a2.jpg,626,1,0.0000,0.6612,0.0833,0.4167,0.5167
418_jpg.rf.1f943d2a24daaf80892c0eb89afb4b30.jpg,627,1,0.0000,0.6612,0.0833,0.4167,0.5167
419_jpg.rf.cb8996ae3c1ab51ec27456fef440f000.jpg,628,1,0.0000,0.6934,0.4167,0.4167,0.5833
41_jpg.rf.93a7169a12bc0766b1d9c0f26e6b1bef.jpg,629,1,0.0000,0.5645,0.3333,0.1667,0.5667
420_jpg.rf.e4297183f88a1f7d4408aad1b8c06020.jpg,630,1,0.0000,0.6290,0.4167,0.1667,0.5833
421_jpg.rf.bacba9dc272600cce8ce7d28dc3241dd.jpg,631,1,0.0000,0.6168,0.2500,0.2500,0.5500
423_jpg.rf.5b39d639e8ffefaf11a69e7d944da6ed.jpg,632,1,0.0000,0.5988,0.0000,0.2727,0.5000
424_jpg.rf.19fddc06ffc2d102aa0458522171b3a3.jpg,633,1,0.0000,0.6934,0.0000,0.3333,0.5000
425_jpg.rf.4630adde2198ea9712430d751c88d215.jpg,634,1,0.0000,0.6612,0.0000,0.0833,0.5000
426_jpg.rf.fde732a50da9c14adbc1762848bfbe1c.jpg,635,1,0.0000,0.6934,0.0833,0.2500,0.5167
427_jpg.rf.1e2bf514070be154c5745b9a16155805.jpg,636,1,0.0000,0.6612,0.0833,0.1667,0.5167
428_jpg.rf.029fd87cc37fe41a46fd64272f5ce4dd.jpg,637,1,0.0000,0.6612,0.0000,0.0000,0.5000
429_jpg.rf.eaad90cf0ef8caa40388957f21a2ace5.jpg,638,1,0.0000,0.6934,0.0000,0.1667,0.5000
42_jpg.rf.0c49e570aab68858cd0bd320309ff80c.jpg,639,1,0.0000,0.5636,0.0000,0.4545,0.5000
431_jpg.rf.f2d8e4fc605a850380e6bf5210506f85.jpg,640,1,0.0000,0.6168,0.2500,0.2500,0.5500
432_jpg.rf.02522966e707089b2924310ddf0f9f4e.jpg,641,1,0.0000,0.6934,0.0000,0.0833,0.5000
434_jpg.rf.5fb687f25785fdd0b76b2c6af573c1c5.jpg,642,1,0.0000,0.6934,0.1667,0.2500,0.5333
435_jpg.rf.2df2b87c0255465f1bbbeb95fca26345.jpg,643,1,0.0000,0.6934,0.0833,0.0833,0.5167
436_jpg.rf.06a8c8348ba7e81fbb91d02061857877.jpg,644,1,0.0000,0.6290,0.0000,0.0833,0.5000
438_jpg.rf.58e8af48a908f56691341028f432503a.jpg,645,1,0.0000,0.6612,0.1667,0.1667,0.5333
439_jpg.rf.59b18fc44cfe1836840a9d4bc49729d5.jpg,646,1,0.0000,0.6612,0.0833,0.2500,0.5167
43_jpg.rf.2453a14ae1769df2b09e35d57dd56fd8.jpg,647,1,0.0000,0.5645,0.3333,0.0833,0.5667
440_jpg.rf.2a73f23c34f842f925c9ce49d1755904.jpg,648,1,0.0000,0.6612,0.0000,0.0000,0.5000
441_jpg.rf.940bf8995580bbe39ac5cf9122a74c78.jpg,649,1,0.0000,0.6612,0.1667,0.5833,0.5333
442_jpg.rf.6dadb598627ce701dbe2b641c2dfd279.jpg,650,1,0.0000,0.5967,0.4167,0.1667,0.5833
443_jpg.rf.28c078f14ce97e68c7029a25f6b1a0b9.jpg,651,1,0.0000,0.6612,0.0833,0.0833,0.5167
444_jpg.rf.730e75ea66798d7516190c5dd71d9211.jpg,652,1,0.0000,0.5988,0.2727,0.0000,0.5545
445_jpg.rf.3c84fe43a1415f6a07813c1a180609f0.jpg,653,1,0.0000,0.6934,0.2500,0.0000,0.5500
447_jpg.rf.04fd0c8da8222d7846a0a0deea633bb7.jpg,654,1,0.0000,0.6934,0.0000,0.2500,0.5000
448_jpg.rf.137a8eb3acb0e60ff4409aec0668c741.jpg,655,1,0.0000,0.6934,0.0833,0.2500,0.5167
449_jpg.rf.f2ef5203d91d54b08e879a00a2422951.jpg,656,1,0.0000,0.6612,0.1667,0.0833,0.5333
452_jpg.rf.7cc53e2f3217845208461c02cb0fd925.jpg,657,1,0.0000,0.6934,0.0000,0.3333,0.5000
453_jpg.rf.eea4090241385f4b4607e5121f9f48c2.jpg,658,1,0.0000,0.6934,0.0833,0.2500,0.5167
454_jpg.rf.aa404b216b00883746f4437e4184509d.jpg,659,1,0.0000,0.6612,0.0000,0.0000,0.5000
456_jpg.rf.9483061e53f205c8bbc067ffbd1a2ef1.jpg,660,1,0.0000,0.6934,0.1667,0.2500,0.5333
457_jpg.rf.4a70e1eef55ece3f43654531c34a607f.jpg,661,1,0.0000,0.6934,0.2500,0.3333,0.5500
458_jpg.rf.7b4fa53cf87ebd4243629bdf88c36220.jpg,662,1,0.0000,0.6934,0.0000,0.0833,0.5000
459_jpg.rf.7efc64d080ce760b51a6eb5b3b24a939.jpg,663,1,0.0000,0.6934,0.0833,0.2500,0.5167
45_jpg.rf.a480d57a86625c1df26527d5ae611b9e.jpg,664,1,0.0000,0.5988,0.3636,0.1818,0.5727
460_jpg.rf.67d66317f984eee30e549e1bf751422b.jpg,665,1,0.0000,0.6934,0.0833,0.2500,0.5167
461_jpg.rf.7cbdd660c8343d7726c34c56ea4a4cb0.jpg,666,1,0.0000,0.6612,0.2500,0.2500,0.5500
462_jpg.rf.2170e61f1afe16351a6e2e3329b0506f.jpg,667,1,0.0000,0.6612,0.0833,0.4167,0.5167
463_jpg.rf.8b7aa22312ba98e59d6ca0438c6cbfe9.jpg,668,1,0.0000,0.6340,0.0000,0.0000,0.5000
464_jpg.rf.da1b15d09e5920fa1fd886ca390f48f6.jpg,669,1,0.0000,0.6934,0.0000,0.3333,0.5000
465_jpg.rf.d18f80aabb458d4c87bd0d8609993b23.jpg,670,1,0.0000,0.6934,0.0000,0.0833,0.5000
466_jpg.rf.bfaab8b2db1a6a9f5a38919e8c2cb193.jpg,671,1,0.0000,0.6290,0.0000,0.6667,0.5000
467_jpg.rf.10c4a03f40c571aefe035a80892e8c52.jpg,672,1,0.0000,0.6612,0.0833,0.1667,0.5167
469_jpg.rf.7d485dae227ce5cdd099fcdeea7c9035.jpg,673,1,0.0000,0.6290,0.4167,0.0000,0.5833
46_jpg.rf.ca15d7da26293dd2bc2e44c89b082183.jpg,674,1,0.0000,0.5988,0.0909,0.0909,0.5182
470_jpg.rf.b153c61caa592f133a75dcfbffa4dd72.jpg,675,1,0.0000,0.6934,0.1667,0.0833,0.5333
471_jpg.rf.2b35ae5821d46bd4885a89b33584a527.jpg,676,1,0.0000,0.6934,0.0833,0.3333,0.5167
472_jpg.rf.18272747b46d867db3034327187578c9.jpg,677,1,0.0000,0.6934,0.1667,0.3333,0.5333
473_jpg.rf.a7fe76a7a46aa0963d6c436e1cd16073.jpg,678,1,0.0000,0.6612,0.1667,0.1667,0.5333
475_jpg.rf.ac19aa505f945eeadaa5c4e1a63be0f8.jpg,679,1,0.0000,0.6612,0.3333,0.0833,0.5667
476_jpg.rf.3eedcebc437f9ccdb92614b942db6c0a.jpg,680,1,0.0000,0.6934,0.0833,0.2500,0.5167
478_jpg.rf.3db6d7d655ea94eb8dfb2a0a443cf4ea.jpg,681,1,0.0000,0.6934,0.1667,0.3333,0.5333
479_jpg.rf.d3b11ad7eb508f6932cea6ed134ac56a.jpg,682,1,0.0000,0.6934,0.0833,0.2500,0.5167
47_jpg.rf.071c9078ffc9861530e1b39755fa1cfd.jpg,683,1,0.0000,0.6340,0.0000,0.2727,0.5000
480_jpg.rf.4271ccf5c8d183ecd9ab67552882f2af.jpg,684,1,0.0000,0.6934,0.0000,0.0833,0.5000
482_jpg.rf.c894c5c46796f392da5dc572cca7bef2.jpg,685,1,0.0000,0.6612,0.0000,0.2500,0.5000
483_jpg.rf.10da9cdf4435c5e4528cd04f3201ef48.jpg,686,1,0.0000,0.6290,0.2500,0.4167,0.5500
484_jpg.rf.7e82cbe179e2677803279648f613a564.jpg,687,1,0.0000,0.6934,0.0833,0.0000,0.5167
485_jpg.rf.2327fae6c19e548fdbdee8534e879785.jpg,688,1,0.0000,0.6612,0.0833,0.0000,0.5167
486_jpg.rf.831de948f5d5bfe9b11f8215008b7443.jpg,689,1,0.0000,0.6340,0.0000,0.0000,0.5000
487_jpg.rf.490a3ac0f17512de496530730c9622a6.jpg,690,1,0.0000,0.5988,0.0000,0.5455,0.5000
488_jpg.rf.b5716e092fa658df24a0a92bcdc2ad9c.jpg,691,1,0.0000,0.6691,0.0909,0.0000,0.5182
489_jpg.rf.0d40dec1c3d9c724692a8dd3a5242422.jpg,692,1,0.0000,0.6612,0.0000,0.3333,0.5000
490_jpg.rf.bc4fde8929ec5eb669df3448d3b8bb8a.jpg,693,1,0.0000,0.6612,0.0833,0.2500,0.5167
491_jpg.rf.dd089f7b0276f06f06bd091fcb29ef27.jpg,694,1,0.0000,0.6612,0.3333,0.1667,0.5667
492_jpg.rf.73e4e1d347479a0183f005bc27b81af2.jpg,695,1,0.0000,0.6934,0.1667,0.2500,0.5333
493_jpg.rf.4e953d933ac9029d96608284296c4b89.jpg,696,1,0.0000,0.6612,0.0833,0.0000,0.5167
494_jpg.rf.61312b0e0d01c58f77b1638b480f5b72.jpg,697,1,0.0000,0.6612,0.0833,0.3333,0.5167
495_jpg.rf.7cc45b9f87da54b8f665f191c65643ec.jpg,698,1,0.0000,0.6934,0.0000,0.0833,0.5000
497_jpg.rf.6c4faeda0c047e6105b2eca5c10e63b1.jpg,699,1,0.0000,0.6612,0.2500,0.0833,0.5500
498_jpg.rf.5d80482d4df38c77fe5aeb6fdce322f9.jpg,700,1,0.0000,0.6934,0.1667,0.1667,0.5333
499_jpg.rf.c8cec7b295ad146f35c3179439ecc9df.jpg,701,1,0.0000,0.6612,0.4167,0.5000,0.5833
49_jpg.rf.b421b895618fdce073970cf47d472d34.jpg,702,1,0.0000,0.5845,0.0000,0.0000,0.5000
4_jpg.rf.cc60484492778b05f057f2d3a771bc59.jpg,703,1,0.0000,0.6612,0.1667,0.1667,0.5333
500_jpg.rf.25e24cafb40dcdcc8145bbaf62e76ed7.jpg,704,1,0.0000,0.6612,0.0833,0.3333,0.5167
501_jpg.rf.352a7030834b3e71dc9cdf554c89747b.jpg,705,1,0.0000,0.6934,0.0833,0.2500,0.5167
502_jpg.rf.e4b6c7fed0a26b5fa3e0ae8f4ebee5d3.jpg,706,1,0.0000,0.6290,0.0833,0.3333,0.5167
503_jpg.rf.51bc04a1f21bc924217ee322ec8d962a.jpg,707,1,0.0000,0.5967,0.0000,0.3333,0.5000
505_jpg.rf.2361d76164f977fdb5f8df10af508076.jpg,708,1,0.0000,0.6612,0.1667,0.3333,0.5333
506_jpg.rf.21377edea0ea07ea5a41b1217ea8fa54.jpg,709,1,0.0000,0.6612,0.0833,0.1667,0.5167
508_jpg.rf.589a03682b44d8beaf89425bdd6a8838.jpg,710,1,0.0000,0.6612,0.0000,0.0833,0.5000
509_jpg.rf.cc046b702e7940bc1578c343e6a5676b.jpg,711,1,0.0000,0.6290,0.0000,0.3333,0.5000
510_jpg.rf.32c273e1f39d2c258dcff5b62b55d0f0.jpg,712,1,0.0000,0.6290,0.1667,0.1667,0.5333
511_jpg.rf.cda2f78e8583708d852ec8a6e66a8381.jpg,713,1,0.0000,0.6612,0.0000,0.1667,0.5000
512_jpg.rf.2d478e6039663a80e510da636f44bf9d.jpg,714,1,0.0000,0.6612,0.4167,0.0833,0.5833
513_jpg.rf.c8ab698a54ec4852c3ae1e767748abf3.jpg,715,1,0.0000,0.6612,0.2500,0.0833,0.5500
514_jpg.rf.7cd11edca1aed06a8ecf48e5946721c4.jpg,716,1,0.0000,0.6612,0.3333,0.1667,0.5667
517_jpg.rf.09121df7a5b832525dbacb3bb95b7a85.jpg,717,1,0.0000,0.6290,0.0000,0.1667,0.5000
518_jpg.rf.42454dbcb2033da96c18766f940ff9c5.jpg,718,1,0.0000,0.6934,0.2500,0.0000,0.5500
519_jpg.rf.60a5fa521f03f0d1368af2fb0a0391bd.jpg,719,1,0.0000,0.6290,0.4167,0.1667,0.5833
